DpDx,EL,vSG,vSL,XYLimits,TITLE,BubbleVSL,BubbleVsG,DispersedBubbleVSL,DispersedbubbleVSG,SlugVSL,SlugVSG,AnnularMistVSL,AnnularMistVSG
15488.1067953072,0.1793482075,,,,,,,,,,,,
19894.6747748353,0.2196891959,,,,,,,,,,,,
26119.2335527904,0.2662187672,,,,,,,,,,,,
35050.518950083,0.3186425343,,,,,,,,,,,,
5173.0434850904,0.0008135905,,,,,,,,,,,,
5192.6223211428,0.0010159269,,,,,,,,,,,,
5217.1359999439,0.0012723584,,,,,,,,,,,,
5248.0248205491,0.0015979082,,,,,,,,,,,,
5284.7913814153,0.0020119232,,,,,,,,,,,,
5330.2136051198,0.0025390965,,,,,,,,,,,,
5386.4485013564,0.0032111175,,,,,,,,,,,,
5456.044683829,0.0040685839,,,,,,,,,,,,
5542.6944493283,0.0051634202,,,,,,,,,,,,
5651.0163641915,0.0065619747,,,,,,,,,,,,
5787.0695509438,0.0083488499,,,,,,,,,,,,
5958.573021687,0.010631666,,,,,,,,,,,,
6175.8157070037,0.0135468308,,,,,,,,,,,,
6452.1169997649,0.0172665025,,,,,,,,,,,,
6805.0846249298,0.0220066691,,,,,,,,,,,,
7258.0048423162,0.0280362338,,,,,,,,,,,,
7841.9521829657,0.0356865746,,,,,,,,,,,,
8558.9676296531,0.0453966155,,,,,,,,,,,,
10117.1825085969,0.0580824556,,,,,,,,,,,,
11261.8635657295,0.0736071824,,,,,,,,,,,,
13302.5317624061,0.0927845005,,,,,,,,,,,,
16061.3603006649,0.1163500288,,,,,,,,,,,,
19821.1823380953,0.1449730123,,,,,,,,,,,,
25009.7058733137,0.179246934,,,,,,,,,,,,
32267.9677247703,0.2195897564,,,,,,,,,,,,
42572.8263839737,0.2661233392,,,,,,,,,,,,
8344.8953472676,0.0006306028,,,,,,,,,,,,
8370.3759232372,0.0007874766,,,,,,,,,,,,
8401.693087483,0.0009863292,,,,,,,,,,,,
8439.2186745169,0.0012388611,,,,,,,,,,,,
8486.0683652733,0.0015600452,,,,,,,,,,,,
8545.5677980546,0.0019690909,,,,,,,,,,,,
8616.970882236,0.0024907398,,,,,,,,,,,,
8705.8758549662,0.0031565912,,,,,,,,,,,,
8816.6465800747,0.0040071855,,,,,,,,,,,,
8954.869260233,0.0050944163,,,,,,,,,,,,
9127.7535846871,0.0064846143,,,,,,,,,,,,
9345.4914615112,0.0082623657,,,,,,,,,,,,
9620.6925793796,0.0105353102,,,,,,,,,,,,
9969.9039887875,0.0134399299,,,,,,,,,,,,
10414.7616201813,0.0171485058,,,,,,,,,,,,
10984.135712446,0.0218772079,,,,,,,,,,,,
11716.0473815456,0.0278952065,,,,,,,,,,,,
12595.7945083854,0.0355642202,,,,,,,,,,,,
14606.4628991942,0.0456559271,,,,,,,,,,,,
15931.9356197955,0.0580721058,,,,,,,,,,,,
18458.4663138931,0.0735250197,,,,,,,,,,,,
21848.431086962,0.0926966674,,,,,,,,,,,,
26428.9101020093,0.1162585872,,,,,,,,,,,,
32692.3641536471,0.1448794986,,,,,,,,,,,,
41368.4667566487,0.179153168,,,,,,,,,,,,
53556.6858913217,0.2194977615,,,,,,,,,,,,
13866.9314911192,0.0004887483,,,,,,,,,,,,
13908.7850687308,0.0006103062,,,,,,,,,,,,
13958.8405028436,0.0007644054,,,,,,,,,,,,
14008.3167647122,0.0009601904,,,,,,,,,,,,
14069.6917070021,0.0012092474,,,,,,,,,,,,
14144.2486747816,0.0015265388,,,,,,,,,,,,
14236.864022715,0.0019312455,,,,,,,,,,,,
14355.5183660825,0.0024479559,,,,,,,,,,,,
14499.1814197479,0.0031083371,,,,,,,,,,,,
14679.5003100781,0.0039528377,,,,,,,,,,,,
14905.4990123535,0.0050333158,,,,,,,,,,,,
15189.6008383331,0.0064160663,,,,,,,,,,,,
15547.256540887,0.0081856966,,,,,,,,,,,,
16000.7960284468,0.0104498433,,,,,,,,,,,,
16577.1945553644,0.0133450582,,,,,,,,,,,,
17313.047649539,0.0170437189,,,,,,,,,,,,
18256.5761599282,0.0217621655,,,,,,,,,,,,
19361.3678872712,0.0277944542,,,,,,,,,,,,
22042.0910499863,0.0357801798,,,,,,,,,,,,
23583.5956550549,0.0456470676,,,,,,,,,,,,
26805.3162288717,0.0580014695,,,,,,,,,,,,
31095.7637880113,0.0734482997,,,,,,,,,,,,
36843.8954091503,0.0926154106,,,,,,,,,,,,
44634.4042260773,0.1161739442,,,,,,,,,,,,
55324.3889497946,0.1447929452,,,,,,,,,,,,
70191.8725179089,0.1790664633,,,,,,,,,,,,
23865.0343401278,0.0003787114,,,,,,,,,,,,
23969.7871549889,0.0004728025,,,,,,,,,,,,
23984.4847901768,0.0005923808,,,,,,,,,,,,
24067.4141595003,0.0007440883,,,,,,,,,,,,
24165.299001569,0.000937104,,,,,,,,,,,,
24265.5257084039,0.0011831025,,,,,,,,,,,,
24391.2178616863,0.001496934,,,,,,,,,,,,
24546.081593741,0.0018977585,,,,,,,,,,,,
24737.4657362434,0.0024101668,,,,,,,,,,,,
24984.4216841438,0.0030656539,,,,,,,,,,,,
25286.6358478348,0.0039047555,,,,,,,,,,,,
25668.900896462,0.0049792366,,,,,,,,,,,,
26150.4084608997,0.0063553834,,,,,,,,,,,,
26759.3486850764,0.0081177796,,,,,,,,,,,,
27532.6836330909,0.0103740946,,,,,,,,,,,,
28517.0830638822,0.0132609286,,,,,,,,,,,,
29776.9459314706,0.0169507413,,,,,,,,,,,,
31205.0069796837,0.0216800746,,,,,,,,,,,,
34931.7560391936,0.0279721236,,,,,,,,,,,,
36724.217298908,0.0357726841,,,,,,,,,,,,
40992.5073990903,0.0455872321,,,,,,,,,,,,
46636.7344228391,0.0579355317,,,,,,,,,,,,
54138.491559682,0.073377347,,,,,,,,,,,,
64223.138598399,0.0925402251,,,,,,,,,,,,
77944.2631154465,0.1160956388,,,,,,,,,,,,
96859.1268795327,0.1447129545,,,,,,,,,,,,
43132.9004464237,0.0002934599,,,,,,,,,,,,
43420.9964809204,0.0003662484,,,,,,,,,,,,
43368.7088028667,0.0004589666,,,,,,,,,,,,
43569.7794343533,0.0005764244,,,,,,,,,,,,
43612.9250494296,0.0007261573,,,,,,,,,,,,
43789.4441711441,0.0009167761,,,,,,,,,,,,
43992.2821886718,0.0011600158,,,,,,,,,,,,
44208.6142583753,0.0014708036,,,,,,,,,,,,
44483.1143456249,0.0018681906,,,,,,,,,,,,
44825.9543904663,0.0023767327,,,,,,,,,,,,
45248.8160357573,0.0030279629,,,,,,,,,,,,
45795.5185688089,0.0038622362,,,,,,,,,,,,
46474.4778779399,0.0049314089,,,,,,,,,,,,
47339.0620147527,0.0063016781,,,,,,,,,,,,
48431.9714470879,0.0080576531,,,,,,,,,,,,
49822.1205136227,0.0103070129,,,,,,,,,,,,
51597.8977390132,0.0131863833,,,,,,,,,,,,
53531.104863017,0.0168844734,,,,,,,,,,,,
59045.8940997437,0.0218246846,,,,,,,,,,,,
61126.2157219379,0.0279658604,,,,,,,,,,,,
67123.0837078477,0.0357226885,,,,,,,,,,,,
75003.9886202156,0.04553141,,,,,,,,,,,,
85405.0958603708,0.0578745854,,,,,,,,,,,,
99292.1199631997,0.0733117342,,,,,,,,,,,,
118058.700391342,0.0924707111,,,,,,,,,,,,
143753.782390099,0.1160233159,,,,,,,,,,,,
85926.3467921464,0.0002272394,,,,,,,,,,,,
86777.9127992008,0.0002834932,,,,,,,,,,,,
85966.1556613431,0.0003556101,,,,,,,,,,,,
86553.2113876397,0.0004465023,,,,,,,,,,,,
86489.0805756752,0.0005625756,,,,,,,,,,,,
86913.1851509658,0.0007101993,,,,,,,,,,,,
87046.0506464172,0.0008988526,,,,,,,,,,,,
87473.4144066485,0.0011396823,,,,,,,,,,,,
87937.5146077534,0.0014477325,,,,,,,,,,,,
88460.9644715279,0.0018420971,,,,,,,,,,,,
89132.9202188154,0.0023472333,,,,,,,,,,,,
89982.3455559664,0.0029946247,,,,,,,,,,,,
91037.2467445989,0.0038246861,,,,,,,,,,,,
92389.0848840495,0.0048891311,,,,,,,,,,,,
94106.7938847094,0.0062541996,,,,,,,,,,,,
96286.3389475823,0.0080044745,,,,,,,,,,,,
99065.7467947764,0.0102476506,,,,,,,,,,,,
101946.276889323,0.0131333035,,,,,,,,,,,,
111068.298222013,0.0170010902,,,,,,,,,,,,
113508.789398616,0.0218195142,,,,,,,,,,,,
122914.960382714,0.0279246012,,,,,,,,,,,,
135218.327360041,0.0356760778,,,,,,,,,,,,
151373.344242048,0.0454798494,,,,,,,,,,,,
172851.224770163,0.0578182645,,,,,,,,,,,,
201774.629078607,0.073251112,,,,,,,,,,,,
241273.832552703,0.0924065518,,,,,,,,,,,,
